Label,Text,Predicted_Label
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,ham
ham,I'm reaching home in 5 min.,ham
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",ham
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel,ham
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
ham,Discussed with your mother ah?,ham
ham,Ok.,ham
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty",ham
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,ham
ham,In which place i can get rooms cheap:-),ham
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,ham
ham,"""""""GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI""""""",ham
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",spam
ham,University of southern california.,ham
ham,We have to pick rayan macleran there.,ham
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,ham
ham,Well. Balls. Time to make calls,ham
ham,Wat time ü wan today?,ham
ham, &lt;#&gt;  in mca. But not conform.,ham
ham,Oh ok.. Wat's ur email?,ham
ham,"Yes, princess. Are you going to make me moan?",ham
ham,Lol its ok I didn't remember til last nite,ham
ham,"[…] anyway, many good evenings to u! s",ham
ham,"Cool, I'll text you in a few",ham
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",ham
ham,I'm very happy for you babe ! Woo hoo party on dude!,ham
ham,I am taking you for italian food. How about a pretty dress with no panties? :),ham
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,ham
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam
ham,How are you holding up?,ham
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....,ham
ham,Hope you are not scared!,ham
ham,I cant pick the phone right now. Pls send a message,ham
ham,I'm at home n ready...,ham
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
ham,What time do u get out?,ham
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,ham
ham,"Yes, my reg is  Ciao!",ham
ham,If You mean the website. Yes.,ham
spam,Win a £1000 cash prize or a prize worth £5000,spam
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",spam
ham,Lol or I could just starve and lose a pound by the end of the day.,ham
ham,Yeah that's the impression I got,ham
ham,Ok ok take care. I can understand.,ham
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",ham
ham,"Ya ok, then had dinner?",ham
ham,I was slept that time.you there?,ham
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,ham
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,ham
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ham
ham,Noice. Text me when you're here,ham
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,ham
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,spam
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",spam
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",ham
ham,Hi dear we saw dear. We both are happy. Where you my battery is low,ham
ham,How are you. Its been ages. How's abj,ham
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,ham
ham,Dont kick coco when he's down,ham
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,ham
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7",spam
spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,ham
ham,Hope youre not having too much fun without me!! see u tomorrow love jess x,ham
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ham
ham,I've reached home n i bathe liao... U can call me now...,ham
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,spam
ham,Was the actual exam harder than NBME,ham
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,ham
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",ham
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,spam
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,ham
ham,Gam gone after outstanding innings.,ham
ham,O i played smash bros  &lt;#&gt;  religiously.,ham
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",ham
ham,Hurry home. Soup is DONE!,ham
ham,No no. I will check all rooms befor activities,ham
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",ham
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,ham
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",spam
ham,Lemme know when you're here,ham
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,spam
ham,He needs to stop going to bed and make with the fucking dealing,ham
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",ham
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,spam
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",ham
ham,I remain unconvinced that this isn't an elaborate test of my willpower,ham
ham,"""""""Life is nothing wen v get everything"""". But """"life is everything wen v miss something """". Real value of people wil be realized only in their absence.... gud mrng""",ham
ham,how are you? I miss you!,ham
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,ham
ham,"Hey , is * rite u put »10 evey mnth is that all?",ham
ham,i am going to bed now prin,ham
ham,I think just yourself …Thanks and see you tomo,ham
ham,If u dun drive then how i go 2 sch.,ham
ham,I not at home now lei...,ham
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,spam
ham,Ok then i will come to ur home after half an hour,ham
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam
ham,Do u hav any frnd by name ashwini in ur college?,ham
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,ham
ham,K then 2marrow are you coming to class.,ham
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
ham,Pls send me your address sir.,ham
ham,I want to lick your pussy now...,ham
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",ham
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,spam
ham,"I'll see, but prolly yeah",ham
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,ham
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,ham
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,ham
ham,What you doing?how are you?,ham
ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",ham
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,ham
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),ham
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",ham
ham,Yunny... I'm goin to be late,ham
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,ham
ham,"Cool, want me to go to kappa or should I meet you outside mu",ham
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",ham
ham,May b approve panalam...but it should have more posts..,ham
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam
ham,"Sorry, I'll call later",ham
ham,I dont thnk its a wrong calling between us,ham
ham,Me i'm not workin. Once i get job...,ham
ham,And by when you're done I mean now,ham
ham,"""""""Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U..."""" Gud nyt...""",ham
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,ham
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam
ham,Is it your yahoo boys that bring in the perf? Or legal.,ham
ham,No need to say anything to me. I know i am an outsider,ham
ham,have you ever had one foot before?,ham
ham,Just got to  &lt;#&gt;,ham
ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",ham
ham,"""Ever green quote ever told by Jerry in cartoon """"A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ham
ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,ham
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),ham
ham,Infact happy new year. How are you where are you when are we seeing,ham
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",ham
ham,That's a shame! Maybe cld meet for few hrs tomo?,ham
ham,Lol I would but despite these cramps I like being a girl.,ham
ham,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,ham
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,ham
